name,cuisine,price_level,lat,lon,image_url,category,category_international,opening_hours,address,facebook,phone,email,url,RunDate
น้องน้อย น้ำส้มคั้นสด 100%,เครื่องดื่ม/น้ำผลไม้,-,13.57973075,100.7906199,https://img.wongnai.com/p/_-x_/2021/06/07/3eea2a19d9a546e294fb9e1d7ac936a8.jpg,เครื่องดื่ม/น้ำผลไม้,Beverage/Juice,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 08:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '203 ซอย เคหะบางพลี 4 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 963, 'name': 'บางเสาธง'}, 'district': {'id': 962, 'name': 'บางเสาธง'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,957760056,-,https://www.wongnai.com/delivery/businesses/944832Pc,6/29/2021 11:55
สุกี้ซุปไข่ฟู / ข้าว / สารพัดยำ,ชาบู/สุกี้ยากี้/หม้อไฟ,ต่ำกว่า 100 บาท,13.82193674,100.5042234,https://img.wongnai.com/p/_-x_/2020/11/05/0c4c8786751e408e8b0f7901d2c68bec.jpg,ชาบู/สุกี้ยากี้/หม้อไฟ,Shabu/Sukiyaki/Hot Pot,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 08:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ถนน พิบูลสงคราม ซ.3 ตำบลสวนใหญ่ อำเภอเมืองนนทบุรี นนทบุรี ประเทศไทย', 'hint': 'ร้านอยู่ลานจอดรถวัดเขมา', 'subDistrict': {'id': 727, 'name': 'สวนใหญ่'}, 'district': {'id': 717, 'name': 'เมืองนนทบุรี'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,624426736,-,https://www.wongnai.com/delivery/businesses/525758EV,6/29/2021 11:55
เตี๋ยวเรือป่ะล่ะ TIEWPALA ปากทางคลองแค,ก๋วยเตี๋ยว,-,13.68572128,100.2894844,https://img.wongnai.com/p/_-x_/2020/09/19/3d21a563ce874130b4b9d0b3f92cbe1c.jpg,ก๋วยเตี๋ยว,Noodles,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 09:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '449 ถนน เศรษฐกิจ 1 ตำบล อ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร ประเทศไทย', 'hint': 'จากปากซอย50เมตร ขวามือผ้าใบน้ำเงิน ติดร้านซ่อมรถ', 'subDistrict': {'id': 6792, 'name': 'อ้อมน้อย'}, 'district': {'id': 6790, 'name': 'กระทุ่มแบน'}, 'city': {'id': 6770, 'name': 'สมุทรสาคร'}}",-,861753903,-,https://www.wongnai.com/delivery/businesses/626189Xt,6/29/2021 11:55
MEE Cake หมีมีเค้ก,เบเกอรี/เค้ก,-,13.5785932,100.5728582,https://img.wongnai.com/p/_-x_/2021/05/02/aaead7606d09447b9ea91704713bf5a7.jpg,เบเกอรี/เค้ก,Bakery/Cake,"{'open': True, 'message': 'จนถึง 23:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': True}","{'street': '317/17 หมู่บ้านพฤกษา77/1 หมู่1 ถนนสุขสวัสดิ์ ตำบลแหลมฟ้าผ่า อำเภอพระสมุทรเจดีย์ สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 984, 'name': 'ในคลองบางปลากด'}, 'district': {'id': 982, 'name': 'พระสมุทรเจดีย์'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,928963924,-,https://www.wongnai.com/delivery/businesses/884283Ah,6/29/2021 11:55
ผัดไทยแม่ทองย้อย,อาหารจานเดียว,-,13.8093778,100.5414453,https://img.wongnai.com/p/_-x_/2020/10/24/0d0b387bb18d4ceeb1f898585e2abb09.jpg,อาหารจานเดียว,Rice Dish,"{'open': False, 'message': 'จะเปิดในเวลา 14:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '356/1 รถไฟ แขวง บางซื่อ เขตบางซื่อ กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': None, 'district': None, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,814529354,-,https://www.wongnai.com/delivery/businesses/659128XF,6/29/2021 11:55
เจ๊โอผัดไทยห่อไข่ ปากน้ำ  สมุทรปราการ,อาหารไทย/อาหารจานเดียว/สตรีทฟู้ด/รถเข็น,ต่ำกว่า 100 บาท,13.58973847,100.5964654,https://img.wongnai.com/p/_-x_/2019/10/30/f3ff679f89774dd287095103934c52a8.jpg,อาหารไทย/อาหารจานเดียว/สตรีทฟู้ด/รถเข็น,Thai/Rice Dish/Street Food,"{'open': False, 'message': 'จะเปิดในวันพฤหัสบดี เวลา 08:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '56\u200bถ.ท้ายบ้าน\u200b ต.ปากน้ำ\u200b อ.เมือง\u200b จ.สมุทรปราการ\u200b  10270', 'hint': 'ร้านอยู่ถนนท้ายบ้านจากวงเวียนเข้าถนนท้ายบ้านประมาณ\u200b 30\u200b เมตร(ขวามือ)\u200b', 'subDistrict': {'id': 942, 'name': 'ปากน้ำ'}, 'district': {'id': 932, 'name': 'เมืองสมุทรปราการ'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",https://www.facebook.com/เจ๊โผัดไทยห่อไข่,615795936,-,https://www.wongnai.com/delivery/businesses/454851ma,6/29/2021 11:55
โจ๊กเตาถ่านสาขา2,อาหารเช้า,-,13.7678756,100.4818096,https://img.wongnai.com/p/_-x_/2021/05/06/7b4e3cae87d44b64860dd14db03b5ca1.jpg,อาหารเช้า,Breakfast/Brunch,"{'open': False, 'message': 'จะเปิดในเวลา 12:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '171 ถนน สมเด็จพระปิ่นเกล้า แขวง อรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 106, 'name': 'อรุณอมรินทร์'}, 'district': {'id': 101, 'name': 'บางกอกน้อย'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,922980686,-,https://www.wongnai.com/delivery/businesses/893157Tf,6/29/2021 11:55
นานาของทอด ของทานเล่น,อื่นๆ,-,13.73300783,100.4912447,https://img.wongnai.com/p/_-x_/2021/05/12/c938b150c0d3479cb523aa0ff3e28dbc.jpg,อื่นๆ,Other,"{'open': False, 'message': 'จะเปิดในเวลา 09:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '251 ซอยมัสยิดบ้านสมเด็จ12 ถ.อิสรภาพ แขวง หิรัญรูจี เขต ธนบุรี กทม.10600', 'hint': '', 'subDistrict': {'id': 76, 'name': 'หิรัญรูจี'}, 'district': {'id': 74, 'name': 'ธนบุรี'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,617591343,-,https://www.wongnai.com/delivery/businesses/905379ac,6/29/2021 11:55
B.RIFT Coffee สีลม32,ร้านกาแฟ/ชา,ต่ำกว่า 100 บาท,13.723744,100.519891,https://img.wongnai.com/p/_-x_/2020/05/25/e02de1d52d45411c8c409a3cbcd9a389.jpg,ร้านกาแฟ/ชา,Coffee Shop/Tea House,"{'open': False, 'message': 'จะเปิดในเวลา 07:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '310 ถนน สีลม แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย', 'hint': 'ซอยสีลม32 ปากทางมี แฟมิลี่มาร์ท', 'subDistrict': {'id': 33, 'name': 'สุริยวงศ์'}, 'district': {'id': 30, 'name': 'บางรัก'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,958462630,-,https://www.wongnai.com/delivery/businesses/540235Bd,6/29/2021 11:55
เหย่ กาแฟ,เครื่องดื่ม/น้ำผลไม้,ต่ำกว่า 100 บาท,13.68238451,100.6201786,https://img.wongnai.com/p/_-x_/2020/03/26/ce91e097a472403a9a513ee386474753.jpg,เครื่องดื่ม/น้ำผลไม้,Beverage/Juice,"{'open': False, 'message': 'จะเปิดในเวลา 07:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '908/42 ซอย อุดมสุข 25 แขวง บางนา เขตบางนา กรุงเทพมหานคร ประเทศไทย', 'hint': '\u200b ซ.อุดมสุข\u200b 25\u200b   ร้านจะอยู่หัวมุมด้านขวา\u200b  ถ้ามาจากซ.วชิรธรรม\u200b 26\u200b แยก\u200b 2\u200b  ซ้ายมือ\u200b  ร้านเหย่กาแฟจะอยู่ตรงหัวมุมสี่\u200bแยก', 'subDistrict': None, 'district': {'id': 210, 'name': 'บางนา'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,"8,967,407,000,991,850,000",-,https://www.wongnai.com/delivery/businesses/521815fc,6/29/2021 11:55
ระยองไอศกรีม,อาหารไทย,101 - 250 บาท,12.6838845,101.2277423,https://img.wongnai.com/p/_-x_/2020/11/24/8f47330cc52847258b865d627c62a612.jpg,อาหารไทย,Thai,"{'open': False, 'message': 'จะเปิดในวันที่ 30 เม.ย. 2022 เวลา 6:00', 'temporaryCloseStartDate': {'iso': '2021-04-29T00:00:00+07:00', 'full': 'พฤ., 29 เม.ย. 2021 00:00:00', 'timePassed': 'เมื่อ 2 เดือนที่แล้ว'}, 'temporaryCloseEndDate': {'iso': '2022-04-29T23:59:59+07:00', 'full': 'ศ., 29 เม.ย. 2022 23:59:59', 'timePassed': 'เมื่อ เดือนที่แล้ว'}, 'closingSoon': False}","{'street': '22/7 หมู่3 ถนนสุขุมวิท ', 'hint': '', 'subDistrict': {'id': 874, 'name': 'เนินพระ'}, 'district': {'id': 865, 'name': 'เมืองระยอง'}, 'city': {'id': 864, 'name': 'ระยอง'}}",https://www.facebook.com/rayongicecream/,"038-611-248,081-636-7500",-,https://www.wongnai.com/delivery/businesses/668747Cq,6/29/2021 11:55
Majime Bubble Tea มาจิเมะ ชานมไข่มุก โลตัสพระรามสี่ ชั้น 3 โซนศูนย์อาหาร,ชานมไข่มุก/ร้านกาแฟ/ชา/เครื่องดื่ม/น้ำผลไม้,ต่ำกว่า 100 บาท,13.71723156,100.5684353,https://img.wongnai.com/p/_-x_/2020/07/17/47522c1c22f04a06a2d7e322190ddd1b.jpg,ชานมไข่มุก/ร้านกาแฟ/ชา/เครื่องดื่ม/น้ำผลไม้,Pearl Tea/Bubble Tea/Coffee Shop/Tea House/Beverage/Juice,"{'open': False, 'message': 'จะเปิดในเวลา 10:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ศูนย์อาหารโลตัสพระราม4', 'hint': 'ถนนพระราม4', 'subDistrict': {'id': 157, 'name': 'คลองตัน'}, 'district': {'id': 155, 'name': 'คลองเตย'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,838418138,-,https://www.wongnai.com/delivery/businesses/543646Kh,6/29/2021 11:55
เฮียเล็ก ตามสั่ง,อาหารตามสั่ง,-,13.8272558,100.4723637,https://img.wongnai.com/p/_-x_/2020/04/04/ea3a0eedf845435d8e51f353b5cc8940.jpg,อาหารตามสั่ง,À La Carte,"{'open': False, 'message': 'จะเปิดในเวลา 08:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'หมู่บ้าน tyme รามา5', 'hint': 'ตรงข้ามหมู่บ้าน tyme รามา5 ร้านค้าของชำใต้ต้นโพธิ์', 'subDistrict': {'id': 722, 'name': 'บางกร่าง'}, 'district': {'id': 717, 'name': 'เมืองนนทบุรี'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,944472888,-,https://www.wongnai.com/delivery/businesses/528059Ix,6/29/2021 11:55
กะเพรามั้ย,อาหารจานเดียว,-,13.6584456,100.5050446,https://img.wongnai.com/p/_-x_/2021/04/27/314f25577b2045fdaf0e40a68ca23461.jpg,อาหารจานเดียว,Rice Dish,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '141/680 ถ. ประชาอุทิศ แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 165, 'name': 'บางมด'}, 'district': {'id': 215, 'name': 'ทุ่งครุ'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,935544653,-,https://www.wongnai.com/delivery/businesses/870065Lo,6/29/2021 11:55
ครัวบ้านพิบูลย์,อาหารจานเดียว,ต่ำกว่า 100 บาท,13.82618953,100.507924,https://img.wongnai.com/p/_-x_/2021/04/26/37d0b9b8c0014ccba24715e31d5908fb.jpg,อาหารจานเดียว,Rice Dish,"{'open': False, 'message': 'จะเปิดในเวลา 11:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '82/92 หมู่บ้านพิบูลย์ทาวน์โฮม ซอยพิบูลสงคราม22เเยก6 ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี ประเทศไทย 11000', 'hint': '', 'subDistrict': None, 'district': {'id': 717, 'name': 'เมืองนนทบุรี'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,823593719,-,https://www.wongnai.com/delivery/businesses/869871SZ,6/29/2021 11:55
Lotus's Eats อ่อนนุช,อาหารตามสั่ง/อาหารจานเดียว,ต่ำกว่า 100 บาท,13.7050634,100.600447,https://img.wongnai.com/p/_-x_/2021/05/18/99b4e9f0523e470ab350f152de92b1d4.jpg,อาหารตามสั่ง/อาหารจานเดียว,À La Carte/Rice Dish,"{'open': False, 'message': 'จะเปิดในเวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '1710 ถนน สุขุมวิท ', 'hint': '', 'subDistrict': {'id': 181, 'name': 'พระโขนงเหนือ'}, 'district': {'id': 178, 'name': 'วัฒนา'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,922810850,-,https://www.wongnai.com/delivery/businesses/426992KU,6/29/2021 11:55
หมูพวง&ปลาร้า ยายกุ้งสายใต้ใหม่,อาหารไทย/อาหารอีสาน/ร้านส้มตำ/สตรีทฟู้ด/รถเข็น,101 - 250 บาท,13.7791839,100.425544,https://img.wongnai.com/p/_-x_/2020/05/09/5834c74589634213a9a31735bbd8a39b.jpg,อาหารไทย/อาหารอีสาน/ร้านส้มตำ/สตรีทฟู้ด/รถเข็น,Thai/Isan Food/Street Food,"{'open': False, 'message': 'จะเปิดในเวลา 04:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '9 ถนน พุทธมณฑลสาย 1 แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 36615, 'name': 'ตลิ่งชัน'}, 'district': {'id': 94, 'name': 'ตลิ่งชัน'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,972307927,-,https://www.wongnai.com/delivery/businesses/561515uB,6/29/2021 11:55
ครัวอิชิ abacbangna,อาหารไทย,-,13.614638,100.84313,https://img.wongnai.com/p/_-x_/2020/04/01/e0e1ff395f754119af8b309074e1d052.jpg,อาหารไทย,Thai,-,"{'street': 'ซอย นวมินทราชินูทิศ 1 ตำบล บางบ่อ อำเภอบางบ่อ สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': None, 'district': None, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,653424525,-,https://www.wongnai.com/delivery/businesses/529892Wx,6/29/2021 11:55
Crown Bubble เซ็นจูรี่ อนุสาวรีย์ชัย,ชานมไข่มุก,ต่ำกว่า 100 บาท,13.761593,100.537101,https://img.wongnai.com/p/_-x_/2019/10/04/60eb1ea782a34eb19408849c27bdad2f.jpg,ชานมไข่มุก,Pearl Tea/Bubble Tea,"{'open': False, 'message': 'จะเปิดในเวลา 11:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '15  ถนนพญาไท', 'hint': 'ห้างเซ็นจูรี่ ชั้น1', 'subDistrict': {'id': 172, 'name': 'ถนนพญาไท'}, 'district': {'id': 170, 'name': 'ราชเทวี'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,02-642-4010,-,https://www.wongnai.com/delivery/businesses/385166LV,6/29/2021 11:55
ครัวข้าวหอม@ป่าคลอก,อาหารไทย/อาหารตามสั่ง,-,7.9857621,98.3737563,https://img.wongnai.com/p/_-x_/2020/08/08/8f1569aea25640e0ba843f62660bac40.jpg,อาหารไทย/อาหารตามสั่ง,Thai/À La Carte,"{'open': True, 'message': 'จนถึง 22:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'Unnamed Road, ตำบล ป่าคลอก อำเภอถลาง ภูเก็ต ประเทศไทย', 'hint': 'หมู่บ้านอุดมสุข', 'subDistrict': {'id': 860, 'name': 'ป่าคลอก'}, 'district': {'id': 857, 'name': 'ถลาง'}, 'city': {'id': 843, 'name': 'ภูเก็ต'}}",-,886345946,-,https://www.wongnai.com/delivery/businesses/605870mc,6/29/2021 11:55
กระเพราบ้านสวนบางใหญ่สาขา1,อาหารไทย,-,13.84588193,100.4333803,https://img.wongnai.com/p/_-x_/2021/02/17/d6188fd629f94cd08eedd7280c6b32f1.jpg,อาหารไทย,Thai,"{'open': False, 'message': 'จะเปิดในเวลา 10:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'Unnamed Road, ตำบลบางเลน อำเภอบางใหญ่ นนทบุรี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 758, 'name': 'บางเลน'}, 'district': {'id': 755, 'name': 'บางใหญ่'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,629635393,-,https://www.wongnai.com/delivery/businesses/775070hf,6/29/2021 11:55
ครัวนิยม,อาหารใต้,251 - 500 บาท,7.8954336,98.4074145,https://img.wongnai.com/p/_-x_/2019/12/09/c7c046ce2bdc4dc6905e8d132617dfc0.jpg,อาหารใต้,Southern Food,"{'open': False, 'message': 'ชั่วคราว', 'temporaryCloseStartDate': {'iso': '2020-04-30T00:00:00+07:00', 'full': 'พฤ., 30 เม.ย. 2020 00:00:00', 'timePassed': '30 เม.ย. 2020'}, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ถนน รัษฎานุสรณ์', 'hint': 'อยู่บนถนน รัษฎานุสรณ์', 'subDistrict': {'id': 849, 'name': 'ตลาดใหญ่'}, 'district': {'id': 844, 'name': 'เมืองภูเก็ต'}, 'city': {'id': 843, 'name': 'ภูเก็ต'}}",-,076-223-485,-,https://www.wongnai.com/delivery/businesses/252520yC,6/29/2021 11:55
4แซ่บซีฟู๊ด,อาหารทะเล,-,13.57549577,100.7209203,https://img.wongnai.com/p/_-x_/2021/03/03/3d62e0cd03ff48d9a4b9810509c6c143.jpg,อาหารทะเล,Seafood,"{'open': True, 'message': 'จนถึงวันพุธ เวลา 03:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '58/1 ซอย บางปลา 2 ตำบล บางปลา อำเภอบางพลี สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 958, 'name': 'บางปลา'}, 'district': {'id': 955, 'name': 'บางพลี'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,961216944,-,https://www.wongnai.com/delivery/businesses/793490Hj,6/29/2021 11:55
เลิศรส,ก๋วยเตี๋ยว,ต่ำกว่า 100 บาท,13.78414702,100.4960184,https://img.wongnai.com/p/_-x_/2020/03/09/6d2da0d8dd8d415f92f7ad5c744d49ff.jpg,ก๋วยเตี๋ยว,Noodles,"{'open': False, 'message': 'จะเปิดในวันจันทร์ เวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '105 ถนน ราชวิถี ', 'hint': '', 'subDistrict': {'id': 125, 'name': 'บางพลัด'}, 'district': {'id': 124, 'name': 'บางพลัด'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,064-459-6056,-,https://www.wongnai.com/delivery/businesses/505336NS,6/29/2021 11:55
Little Home สาทรธานี,อาหารจานเดียว/อาหารไทย/เบเกอรี/เค้ก,101 - 250 บาท,13.722714,100.53079,https://img.wongnai.com/p/_-x_/2012/06/05/d5faf7a7b1384eab8c704ece6bca621a.jpg,อาหารจานเดียว/อาหารไทย/เบเกอรี/เค้ก,Rice Dish/Thai/Bakery/Cake,"{'open': False, 'message': 'ชั่วคราว', 'temporaryCloseStartDate': {'iso': '2020-05-15T00:00:00+07:00', 'full': 'ศ., 15 พ.ค. 2020 00:00:00', 'timePassed': '15 พ.ค. 2020'}, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '90, ถนนสาทรเหนือ, สีลม, กรุงเทพมหานคร, 10500, ประเทศไทย', 'hint': 'อาคารสาทรธานี ชั้น1 ฝั่งถนนนราธิวาส ใกล้ BTS ช่องนนทรี', 'subDistrict': {'id': 32, 'name': 'สีลม'}, 'district': {'id': 30, 'name': 'บางรัก'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,02-636-7509,littlehomeclub@littlehome.co.th,https://www.wongnai.com/delivery/businesses/19588eg,6/29/2021 11:55
Zebra Station,อาหารไทย,251 - 500 บาท,13.874002,100.45861,https://img.wongnai.com/p/_-x_/2017/03/19/c4e299153e674ebb8e422639342ae6f1.jpg,อาหารไทย,Thai,"{'open': False, 'message': 'จะเปิดในเวลา 10:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '79/35 หมู่ 3 ตำบลบางรักน้อย อำเภอเมือง', 'hint': 'สี่แยกไฟแดงก่อนถึงซอยท่าอิฐ', 'subDistrict': {'id': 725, 'name': 'บางรักน้อย'}, 'district': {'id': 717, 'name': 'เมืองนนทบุรี'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",https://www.facebook.com/Zebrastation888,02-083-7588,zebra.station.zs@gmail.com,https://www.wongnai.com/delivery/businesses/270137Eh,6/29/2021 11:55
เย็นเย็น หวานเย็น ท่าพระ ท่าพระ,ของหวาน,ต่ำกว่า 100 บาท,13.73030309,100.4735258,https://img.wongnai.com/p/_-x_/2020/09/02/5f3e7c3b962e47bf8938ec567b0a8aa2.jpg,ของหวาน,Dessert,"{'open': True, 'message': 'จนถึง 22:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '15/21 Thanon Charan Sanitwong, bangkokyai, แขวง วัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 84, 'name': 'วัดท่าพระ'}, 'district': {'id': 82, 'name': 'บางกอกใหญ่'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,929621295,-,https://www.wongnai.com/delivery/businesses/599110JW,6/29/2021 11:55
ขนม'แตงกวา,ของหวาน,-,8.00591728,98.35066433,https://img.wongnai.com/p/_-x_/2021/05/24/884bb19685af4f7ba658296467bb640b.jpg,ของหวาน,Dessert,"{'open': False, 'message': 'จะเปิดในเวลา 17:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '200 5945 ตำบล ศรีสุนทร อำเภอถลาง ภูเก็ต ประเทศไทย', 'hint': '', 'subDistrict': {'id': 862, 'name': 'ศรีสุนทร'}, 'district': {'id': 857, 'name': 'ถลาง'}, 'city': {'id': 843, 'name': 'ภูเก็ต'}}",-,950793931,-,https://www.wongnai.com/delivery/businesses/868733Aq,6/29/2021 11:55
หมึกย่างน้องนะโม (น้ำจิ้มรสเด็ด),ปิ้งย่าง,-,13.6316728,100.6951338,https://img.wongnai.com/p/_-x_/2020/03/23/daa159d3a9724426ac9cbb44c387c47c.jpg,ปิ้งย่าง,Grill/BBQ,-,"{'street': 'ตลาดมารวย 24 ซอย มหาชัย แยก 1 ตำบล บางพลีใหญ่ อำเภอบางพลี สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 956, 'name': 'บางแก้ว'}, 'district': {'id': 955, 'name': 'บางพลี'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,991966162,-,https://www.wongnai.com/delivery/businesses/515067VC,6/29/2021 11:55
ก๋วยจั๊บวีนัสสาขา2,ก๋วยเตี๋ยว,-,9.1395784,99.3418941,https://img.wongnai.com/p/_-x_/2021/06/09/9908f0fe4df44f21a83dd9ac7c1320b4.jpg,ก๋วยเตี๋ยว,Noodles,"{'open': False, 'message': 'จะเปิดในวันที่ 1 ก.ค. 2021 เวลา 9:00', 'temporaryCloseStartDate': {'iso': '2021-06-24T00:00:00+07:00', 'full': 'พฤ., 24 มิ.ย. 2021 00:00:00', 'timePassed': 'เมื่อ 5 วันที่แล้ว'}, 'temporaryCloseEndDate': {'iso': '2021-06-30T23:59:59+07:00', 'full': 'พ., 30 มิ.ย. 2021 23:59:59', 'timePassed': 'สักครู่ที่ผ่านมา'}, 'closingSoon': False}","{'street': '227/54 มะขามเตี้ย เมือง ตำบลบางกุ้ง อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 7286, 'name': 'บางกุ้ง'}, 'district': {'id': 7276, 'name': 'เมืองสุราษฎร์ธานี'}, 'city': {'id': 7275, 'name': 'สุราษฎร์ธานี'}}",-,824239889,-,https://www.wongnai.com/delivery/businesses/949083RR,6/29/2021 11:55
ข้าวเหนียวมะม่วงจีด้า,ของหวาน,-,13.7818521,100.7134799,https://img.wongnai.com/p/_-x_/2021/03/26/1cf3ecdb1e6149a883f716be0ae840d1.jpg,ของหวาน,Dessert,"{'open': False, 'message': 'จะเปิดในเวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '63/2408 ซอย หมู่บ้านเคหะธานี 4 แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 198, 'name': 'สะพานสูง'}, 'district': {'id': 197, 'name': 'สะพานสูง'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,930810695,-,https://www.wongnai.com/delivery/businesses/820793on,6/29/2021 11:55
ครัวบ้านโฟล์ค,ของหวาน,-,13.58964945,100.2646475,https://img.wongnai.com/p/_-x_/2021/04/20/94c625e59bf240c5b285d249e15c3276.jpg,ของหวาน,Dessert,"{'open': False, 'message': 'จะเปิดในเวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ตลาดชุมพล', 'hint': '', 'subDistrict': {'id': 6780, 'name': 'นาดี'}, 'district': {'id': 6771, 'name': 'เมืองสมุทรสาคร'}, 'city': {'id': 6770, 'name': 'สมุทรสาคร'}}",-,834497725,-,https://www.wongnai.com/delivery/businesses/855167cj,6/29/2021 11:55
